CodiMesa,VNULS,Vots nuls,VBLANCS,Vots en blanc,VCS,Vots,VJXC,Vots.1,VERC,Vots.2,VPSC,Vots.3,VCOM,Vots.4,VCUP,Vots.5,VPPC,Vots.6,VPACMA,Vots.7,VRECORTES,Vots.8,VPUMJUST,Vots.9,VDIALEG,Vots.10
0801507015U,0.0,6,0.0,3,0.0,139,0.0,12,0.0,36,0.0,63,0.0,43,0.0,6,0.0,62,0.0,1,0.0,0,0.0,0,0.0,0
0801507017A,0.0,1,0.0,0,0.0,220,0.0,21,0.0,48,0.0,108,0.0,46,0.0,7,0.0,71,0.0,2,0.0,3,0.0,0,0.0,0
0801507017B,0.0,1,0.0,2,0.0,273,0.0,22,0.0,47,0.0,138,0.0,53,0.0,13,0.0,78,0.0,11,0.0,3,0.0,0,0.0,0
0801507018A,0.0,1,0.0,2,0.0,188,0.0,30,0.0,79,0.0,97,0.0,75,0.0,8,0.0,27,0.0,7,0.0,3,0.0,0,0.0,0
0801507018B,0.0,1,0.0,3,0.0,228,0.0,26,0.0,97,0.0,111,0.0,77,0.0,13,0.0,32,0.0,11,0.0,2,0.0,0,0.0,0
0801507020U,0.0,2,0.0,2,0.0,212,0.0,15,0.0,66,0.0,143,0.0,45,0.0,14,0.0,105,0.0,13,0.0,6,0.0,0,0.0,0
0801507022U,0.0,1,0.0,4,0.0,134,0.0,50,0.0,105,0.0,91,0.0,41,0.0,20,0.0,39,0.0,2,0.0,1,0.0,0,0.0,0
0801507023A,0.0,1,0.0,5,0.0,107,0.0,126,0.0,186,0.0,83,0.0,37,0.0,29,0.0,34,0.0,7,0.0,1,0.0,0,0.0,0
0801507023B,0.0,3,0.0,4,0.0,130,0.0,154,0.0,215,0.0,95,0.0,55,0.0,36,0.0,46,0.0,2,0.0,3,0.0,0,0.0,0
0801507024A,0.0,3,0.0,1,0.0,144,0.0,63,0.0,97,0.0,89,0.0,35,0.0,15,0.0,33,0.0,5,0.0,1,0.0,0,0.0,0
0801507024B,0.0,2,0.0,0,0.0,180,0.0,69,0.0,111,0.0,103,0.0,55,0.0,21,0.0,38,0.0,10,0.0,0,0.0,0,0.0,0
0801507028A,0.0,3,0.0,2,0.0,180,0.0,20,0.0,37,0.0,89,0.0,34,0.0,5,0.0,45,0.0,8,0.0,2,0.0,0,0.0,0
0801507028B,0.0,4,0.0,3,0.0,215,0.0,25,0.0,51,0.0,128,0.0,42,0.0,15,0.0,73,0.0,7,0.0,1,0.0,0,0.0,0
0801507029A,0.0,2,0.0,2,0.0,134,0.0,19,0.0,60,0.0,72,0.0,45,0.0,9,0.0,28,0.0,2,0.0,0,0.0,0,0.0,0
0801507029B,0.0,1,0.0,5,0.0,177,0.0,34,0.0,86,0.0,129,0.0,65,0.0,10,0.0,30,0.0,7,0.0,1,0.0,0,0.0,0
0801507029C,0.0,2,0.0,0,0.0,153,0.0,25,0.0,81,0.0,110,0.0,80,0.0,22,0.0,30,0.0,6,0.0,2,0.0,0,0.0,0
0801507030A,0.0,0,1.0,0,225.0,225,44.0,44,99.0,99,127.0,127,62.0,62,13.0,13,34.0,34,4.0,4,0.0,0,0.0,0,0.0,0
0801507031A,0.0,2,0.0,1,0.0,174,0.0,23,0.0,52,0.0,75,0.0,28,0.0,4,0.0,33,0.0,9,0.0,3,0.0,0,0.0,0
0801507031B,0.0,3,0.0,0,0.0,206,0.0,9,0.0,56,0.0,111,0.0,52,0.0,11,0.0,35,0.0,10,0.0,2,0.0,0,0.0,0
0801508002A,0.0,6,0.0,0,0.0,178,0.0,9,0.0,58,0.0,106,0.0,56,0.0,10,0.0,37,0.0,2,0.0,3,0.0,0,0.0,0
0801508002B,0.0,3,0.0,0,0.0,249,0.0,12,0.0,55,0.0,121,0.0,45,0.0,7,0.0,53,0.0,4,0.0,0,0.0,0,0.0,0
0801508002C,0.0,6,0.0,0,238.0,238,18.0,18,52.0,52,89.0,89,64.0,64,11.0,11,40.0,40,0.0,6,0.0,2,0.0,0,0.0,0
0801508003A,0.0,9,0.0,1,219.0,219,26.0,26,63.0,63,141.0,141,52.0,52,17.0,17,37.0,37,0.0,8,0.0,3,0.0,0,0.0,0
0801508003B,0.0,7,0.0,0,248.0,248,23.0,23,66.0,66,157.0,157,92.0,92,11.0,11,46.0,46,0.0,8,0.0,3,0.0,0,0.0,0
0801508006A,0.0,1,0.0,2,0.0,164,0.0,27,0.0,79,0.0,110,0.0,57,0.0,8,0.0,35,0.0,6,0.0,0,0.0,0,0.0,0
0801508006B,0.0,1,0.0,3,0.0,254,0.0,22,0.0,100,0.0,138,0.0,71,0.0,15,0.0,43,0.0,12,0.0,2,0.0,0,0.0,0
0801508009U,0.0,4,0.0,3,0.0,293,0.0,52,0.0,129,0.0,155,0.0,80,0.0,19,0.0,77,0.0,12,0.0,4,0.0,0,0.0,0
0801508011U,0.0,0,0.0,2,0.0,216,0.0,32,0.0,64,0.0,131,0.0,68,0.0,14,0.0,51,0.0,6,0.0,1,0.0,0,0.0,0
0801508012A,0.0,2,0.0,1,185.0,185,52.0,52,97.0,97,112.0,112,71.0,71,15.0,15,35.0,35,0.0,3,0.0,1,0.0,0,0.0,0
0801508012B,0.0,3,0.0,2,217.0,217,53.0,53,139.0,139,99.0,99,64.0,64,15.0,15,26.0,26,0.0,8,0.0,0,0.0,0,0.0,0
0801508012C,0.0,0,0.0,4,176.0,176,67.0,67,92.0,92,107.0,107,71.0,71,12.0,12,35.0,35,0.0,7,0.0,2,0.0,0,0.0,0
0801508013U,0.0,1,0.0,1,0.0,308,0.0,36,0.0,85,0.0,111,0.0,94,0.0,6,0.0,27,0.0,7,0.0,3,0.0,0,0.0,0
0801509001A,0.0,2,0.0,2,0.0,126,0.0,35,0.0,64,0.0,76,0.0,38,0.0,11,0.0,29,0.0,6,0.0,1,0.0,0,0.0,0
0801509001B,0.0,2,0.0,1,0.0,128,0.0,42,0.0,72,0.0,70,0.0,42,0.0,12,0.0,46,0.0,5,0.0,1,0.0,0,0.0,0
0801509003U,0.0,1,0.0,1,0.0,165,0.0,27,0.0,82,0.0,72,0.0,39,0.0,16,0.0,42,0.0,4,0.0,0,0.0,0,0.0,0
0801509008U,0.0,1,0.0,2,0.0,251,0.0,44,0.0,68,0.0,136,0.0,58,0.0,13,0.0,124,0.0,13,0.0,4,0.0,0,0.0,0
0801509012A,0.0,1,0.0,0,0.0,130,0.0,35,0.0,61,0.0,90,0.0,39,0.0,10,0.0,37,0.0,5,0.0,0,0.0,0,0.0,0
0801509012B,0.0,3,0.0,1,0.0,136,0.0,26,0.0,55,0.0,94,0.0,46,0.0,5,0.0,47,0.0,8,0.0,1,0.0,0,0.0,0
0801509013U,0.0,0,0.0,2,0.0,198,0.0,14,0.0,53,0.0,88,0.0,43,0.0,3,0.0,69,0.0,8,0.0,3,0.0,0,0.0,0
0801509014A,0.0,3,0.0,0,0.0,176,0.0,16,0.0,43,0.0,81,0.0,39,0.0,5,0.0,51,0.0,10,0.0,1,0.0,0,0.0,0
0801509014B,0.0,4,0.0,0,0.0,210,0.0,19,0.0,49,0.0,95,0.0,46,0.0,9,0.0,79,0.0,7,0.0,1,0.0,0,0.0,0
0801509015A,0.0,1,0.0,3,137.0,137,12.0,12,36.0,36,71.0,71,17.0,27,4.0,6,39.0,39,4.0,4,2.0,2,0.0,0,0.0,0
0801509015B,0.0,2,0.0,2,173.0,173,15.0,15,43.0,43,86.0,86,45.0,45,10.0,10,65.0,65,14.0,14,1.0,1,0.0,0,0.0,0
0801509016A,0.0,0,0.0,1,188.0,188,24.0,24,62.0,62,96.0,96,35.0,35,8.0,8,44.0,44,4.0,4,1.0,1,0.0,0,0.0,0
0801509016B,0.0,2,0.0,0,198.0,198,15.0,15,53.0,53,100.0,100,44.0,44,17.0,17,49.0,49,11.0,11,4.0,4,0.0,0,0.0,0
0801509017U,0.0,0,0.0,4,248.0,248,25.0,25,59.0,59,84.0,84,49.0,49,12.0,12,89.0,89,0.0,14,0.0,0,0.0,0,0.0,0
0801509018A,0.0,4,0.0,2,0.0,152,0.0,24,0.0,52,0.0,92,0.0,59,0.0,14,0.0,40,0.0,9,0.0,0,0.0,0,0.0,0
0801509018B,0.0,3,0.0,2,0.0,184,0.0,25,0.0,65,0.0,104,0.0,41,0.0,12,0.0,59,0.0,3,0.0,1,0.0,0,0.0,0
0801509019U,0.0,5,0.0,2,0.0,194,0.0,36,0.0,76,0.0,108,0.0,52,0.0,13,0.0,78,0.0,7,0.0,2,0.0,0,0.0,0
0801509020U,0.0,1,0.0,1,0.0,175,0.0,23,0.0,59,0.0,87,0.0,43,0.0,4,0.0,42,0.0,6,0.0,2,0.0,0,0.0,0
0801509021U,0.0,5,0.0,3,0.0,303,0.0,57,0.0,87,0.0,137,0.0,73,0.0,20,0.0,88,0.0,12,0.0,1,0.0,0,0.0,0
0801509022U,0.0,4,0.0,2,0.0,292,0.0,29,0.0,93,0.0,152,0.0,70,0.0,9,0.0,96,0.0,19,0.0,4,0.0,0,0.0,0
0801509023U,0.0,6,0.0,4,0.0,123,0.0,14,0.0,35,0.0,97,0.0,36,0.0,5,0.0,44,0.0,5,0.0,1,0.0,0,0.0,0
0801509024A,0.0,2,0.0,0,236.0,236,18.0,18,52.0,52,99.0,94,35.0,35,5.0,5,78.0,78,0.0,6,0.0,1,0.0,0,0.0,0
0801509024B,0.0,3,0.0,4,260.0,260,29.0,28,53.0,53,133.0,133,55.0,55,13.0,13,89.0,89,0.0,6,0.0,1,0.0,0,0.0,0
0801509025U,0.0,3,0.0,4,0.0,223,0.0,34,0.0,81,0.0,117,0.0,55,0.0,16,0.0,79,0.0,9,0.0,4,0.0,0,0.0,0
0801509026U,0.0,1,0.0,1,0.0,240,0.0,34,0.0,105,0.0,141,0.0,109,0.0,12,0.0,81,0.0,8,0.0,5,0.0,0,0.0,0
0801509027U,0.0,4,0.0,1,0.0,165,0.0,33,0.0,67,0.0,81,0.0,47,0.0,17,0.0,37,0.0,10,0.0,2,0.0,0,0.0,0
0801509028A,0.0,3,0.0,3,204.0,204,29.0,29,73.0,73,75.0,75,54.0,54,9.0,9,38.0,38,0.0,8,0.0,0,0.0,0,0.0,0
0801509028B,0.0,3,0.0,1,238.0,238,21.0,21,92.0,92,93.0,93,71.0,71,12.0,12,58.0,58,0.0,13,0.0,2,0.0,0,0.0,0
0801509030A,0.0,0,0.0,1,0.0,180,0.0,43,0.0,63,0.0,62,0.0,30,0.0,15,0.0,35,0.0,5,0.0,0,0.0,0,0.0,0
0801509030B,0.0,1,0.0,0,0.0,163,0.0,51,0.0,71,0.0,67,0.0,30,0.0,3,0.0,44,0.0,2,0.0,2,0.0,0,0.0,0
0801509031U,0.0,4,0.0,2,252.0,252,22.0,22,56.0,56,127.0,127,43.0,43,10.0,10,106.0,106,8.0,8,3.0,3,0.0,0,0.0,0
0801509032U,0.0,0,0.0,5,157.0,157,18.0,18,44.0,44,75.0,75,44.0,44,8.0,8,57.0,57,0.0,2,0.0,0,0.0,0,0.0,0
0801509033A,0.0,1,0.0,0,0.0,169,0.0,24,0.0,46,0.0,92,0.0,37,0.0,7,0.0,53,0.0,7,0.0,1,0.0,0,0.0,0
0801509033B,0.0,1,0.0,2,0.0,205,0.0,28,0.0,62,0.0,115,0.0,48,0.0,7,0.0,66,0.0,7,0.0,0,0.0,0,0.0,0
0801509034A,0.0,1,0.0,2,0.0,210,0.0,21,0.0,80,0.0,108,0.0,41,0.0,13,0.0,50,0.0,9,0.0,2,0.0,0,0.0,0
0801509034B,0.0,1,0.0,0,0.0,229,0.0,31,0.0,88,0.0,114,0.0,55,0.0,12,0.0,75,0.0,12,0.0,1,0.0,0,0.0,0
0801509035U,0.0,9,0.0,7,0.0,322,0.0,47,0.0,86,0.0,151,0.0,56,0.0,3,0.0,121,0.0,15,0.0,3,0.0,0,0.0,0
0801509036U,0.0,2,0.0,1,0.0,307,0.0,20,0.0,65,0.0,138,0.0,63,0.0,22,0.0,97,0.0,6,0.0,5,0.0,0,0.0,0
0801509037U,0.0,3,0.0,0,128.0,128,21.0,21,34.0,34,53.0,53,32.0,32,6.0,6,49.0,69,0.0,5,0.0,1,0.0,0,0.0,0
0801509038U,0.0,0,0.0,0,0.0,149,0.0,41,0.0,98,0.0,89,0.0,49,0.0,14,0.0,52,0.0,9,0.0,2,0.0,0,0.0,0
0801509042U,0.0,0,0.0,0,0.0,152,0.0,6,0.0,26,0.0,57,0.0,26,0.0,4,0.0,36,0.0,4,0.0,0,0.0,0,0.0,0
0801509043A,0.0,0,0.0,2,183.0,183,23.0,23,67.0,67,124.0,124,43.0,43,7.0,7,53.0,53,0.0,8,0.0,2,0.0,0,0.0,0
0801509043B,0.0,0,0.0,3,218.0,218,30.0,30,92.0,92,109.0,129,69.0,69,18.0,15,55.0,55,0.0,9,0.0,2,0.0,0,0.0,0
0801509044U,0.0,4,0.0,5,210.0,210,13.0,13,53.0,53,104.0,104,43.0,43,7.0,7,44.0,64,0.0,9,0.0,2,0.0,0,0.0,0
0801509045A,0.0,1,0.0,0,0.0,161,0.0,27,0.0,30,0.0,105,0.0,38,0.0,6,0.0,65,0.0,3,0.0,1,0.0,0,0.0,0
0801509045B,0.0,1,0.0,1,0.0,224,0.0,25,0.0,57,0.0,101,0.0,36,0.0,9,0.0,87,0.0,8,0.0,2,0.0,0,0.0,0
0801509047U,0.0,3,0.0,1,234.0,234,19.0,19,53.0,53,95.0,95,45.0,45,11.0,11,57.0,57,0.0,8,0.0,1,0.0,0,0.0,0
0801509049U,0.0,3,0.0,6,0.0,201,0.0,85,0.0,129,0.0,157,0.0,80,0.0,16,0.0,69,0.0,14,0.0,2,0.0,0,0.0,0
0801509050U,0.0,4,0.0,2,0.0,209,0.0,18,0.0,42,0.0,69,0.0,45,0.0,8,0.0,71,0.0,5,0.0,0,0.0,0,0.0,0
0801509052U,0.0,2,0.0,10,0.0,220,0.0,14,0.0,50,0.0,107,0.0,54,0.0,10,0.0,69,0.0,5,0.0,2,0.0,0,0.0,0
0801509053U,0.0,2,0.0,3,0.0,233,0.0,28,0.0,62,0.0,117,0.0,49,0.0,4,0.0,69,0.0,5,0.0,2,0.0,0,0.0,0
0801509054U,0.0,1,0.0,3,340.0,340,17.0,17,68.0,68,162.0,162,64.0,64,7.0,7,72.0,72,0.0,11,0.0,2,0.0,0,0.0,0
0801509057U,0.0,2,0.0,0,0.0,244,0.0,55,0.0,110,0.0,121,0.0,64,0.0,7,0.0,66,0.0,13,0.0,2,0.0,0,0.0,0
0801509058A,0.0,5,0.0,0,0.0,169,0.0,16,0.0,66,0.0,82,0.0,42,0.0,10,0.0,39,0.0,4,0.0,1,0.0,0,0.0,0
0801509058B,0.0,4,0.0,3,0.0,187,0.0,21,0.0,60,0.0,98,0.0,48,0.0,7,0.0,58,0.0,4,0.0,2,0.0,0,0.0,0
0801509059U,0.0,1,0.0,6,0.0,246,0.0,58,0.0,128,0.0,103,0.0,60,0.0,16,0.0,58,0.0,11,0.0,1,0.0,0,0.0,0
0801801001B,0.0,2,0.0,0,93.0,93,72.0,72,87.0,87,50.0,50,31.0,31,13.0,13,8.0,8,4.0,4,0.0,0,0.0,0,0.0,0
0801801002A,0.0,2,0.0,2,0.0,108,0.0,102,0.0,95,0.0,42,0.0,15,0.0,20,0.0,10,0.0,3,0.0,0,0.0,0,0.0,0
0801901003B,0.0,0,0.0,1,114.0,114,68.0,68,76.0,76,62.0,62,39.0,39,18.0,18,37.0,37,0.0,3,0.0,0,0.0,0,0.0,0
0801901005U,0.0,3,0.0,6,0.0,145,0.0,80,0.0,118,0.0,110,0.0,87,0.0,55,0.0,45,0.0,8,0.0,5,0.0,0,0.0,0
0801901007U,4.0,4,3.0,2,118.0,118,39.0,39,53.0,53,89.0,89,67.0,67,59.0,59,27.0,27,10.0,10,4.0,4,0.0,0,0.0,0
0801901009U,0.0,1,2.0,2,151.0,151,96.0,97,115.0,115,87.0,87,74.0,74,36.0,36,44.0,44,8.0,8,1.0,1,0.0,0,0.0,0
0801901010U,2.0,2,0.0,2,86.0,86,60.0,60,126.0,126,69.0,69,63.0,63,50.0,50,19.0,19,11.0,11,2.0,1,0.0,0,0.0,0
0801901011U,0.0,6,0.0,7,0.0,141,0.0,82,0.0,111,0.0,108,0.0,87,0.0,47,0.0,34,0.0,7,0.0,1,0.0,0,0.0,0
0801901017U,2.0,2,6.0,3,192.0,192,50.0,50,113.0,113,105.0,105,69.0,69,37.0,37,31.0,31,7.0,7,3.0,3,0.0,0,0.0,0
0801901025U,0.0,0,0.0,0,0.0,62,0.0,97,0.0,76,0.0,51,0.0,68,0.0,46,0.0,20,0.0,3,0.0,2,0.0,0,0.0,0
0801901026U,0.0,2,0.0,3,0.0,120,0.0,100,0.0,128,0.0,78,0.0,71,0.0,70,0.0,29,0.0,12,0.0,2,0.0,0,0.0,0
0801901027U,0.0,2,0.0,1,0.0,108,0.0,105,0.0,99,0.0,83,0.0,84,0.0,50,0.0,23,0.0,6,0.0,6,0.0,0,0.0,0
0801901029U,0.0,1,0.0,1,0.0,69,0.0,45,0.0,68,0.0,64,0.0,53,0.0,36,0.0,15,0.0,4,0.0,3,0.0,0,0.0,0
0801901030B,0.0,0,0.0,1,0.0,73,0.0,58,0.0,86,0.0,60,0.0,55,0.0,25,0.0,22,0.0,2,0.0,3,0.0,0,0.0,0
0801901035U,0.0,2,0.0,1,0.0,108,0.0,56,0.0,133,0.0,59,0.0,43,0.0,21,0.0,27,0.0,2,0.0,2,0.0,0,0.0,0
0801901037U,0.0,1,0.0,1,0.0,124,0.0,88,0.0,251,0.0,102,0.0,58,0.0,35,0.0,27,0.0,7,0.0,1,0.0,0,0.0,0
0801901041U,0.0,2,0.0,2,0.0,118,0.0,63,0.0,117,0.0,55,0.0,52,0.0,32,0.0,19,0.0,7,0.0,1,0.0,0,0.0,0
0801901042B,0.0,0,9.0,8,85.0,85,62.0,62,136.0,136,47.0,47,42.0,42,15.0,13,15.0,15,3.0,3,0.0,0,0.0,0,0.0,0
0801901049U,0.0,1,0.0,2,0.0,86,0.0,123,0.0,97,0.0,66,0.0,58,0.0,35,0.0,50,0.0,6,0.0,0,0.0,0,0.0,0
0801901050U,0.0,7,0.0,3,0.0,111,0.0,104,0.0,95,0.0,72,0.0,71,0.0,64,0.0,23,0.0,5,0.0,0,0.0,0,0.0,0
0801902001U,3.0,3,2.0,2,141.0,141,153.0,153,54.0,144,86.0,86,52.0,52,44.0,44,36.0,36,1.0,1,1.0,1,0.0,0,0.0,0
0801902005B,3.0,3,1.0,1,97.0,97,157.0,157,133.0,133,71.0,71,54.0,54,52.0,52,17.0,17,0.0,2,0.0,0,2.0,0,0.0,0
0801902012U,0.0,6,0.0,2,0.0,202,0.0,142,0.0,204,0.0,97,0.0,102,0.0,61,0.0,42,0.0,14,0.0,4,0.0,0,0.0,0
0801902015U,0.0,0,2.0,2,177.0,178,145.0,146,163.0,163,101.0,102,82.0,82,52.0,52,35.0,35,8.0,8,0.0,0,0.0,0,0.0,0
0801902019A,1.0,1,1.0,1,141.0,141,52.0,134,123.0,123,64.0,64,52.0,52,37.0,37,25.0,25,5.0,5,0.0,0,0.0,0,0.0,0
0801902019B,0.0,0,0.0,4,0.0,125,0.0,121,0.0,127,0.0,75,0.0,45,0.0,27,0.0,30,0.0,2,0.0,1,0.0,0,0.0,0
0801902032U,1.0,1,1.0,1,130.0,130,196.0,196,161.0,161,97.0,97,73.0,73,43.0,43,22.0,22,2.0,2,0.0,3,0.0,0,0.0,0
0801902036U,0.0,4,0.0,8,0.0,149,0.0,204,0.0,173,0.0,84,0.0,66,0.0,42,0.0,32,0.0,4,0.0,1,0.0,0,0.0,0
0801902037U,0.0,1,0.0,2,0.0,180,0.0,187,0.0,204,0.0,103,0.0,66,0.0,36,0.0,30,0.0,5,0.0,0,0.0,0,0.0,0
0801902038A,0.0,0,0.0,0,0.0,87,0.0,149,0.0,130,0.0,65,0.0,47,0.0,30,0.0,24,0.0,4,0.0,2,0.0,0,0.0,0
0801902038B,0.0,0,1.0,1,78.0,78,117.0,117,140.0,140,65.0,65,49.0,49,31.0,31,13.0,13,0.0,0,1.0,1,1.0,0,0.0,0
0801902039B,2.0,0,1.0,1,81.0,81,122.0,122,101.0,101,56.0,56,45.0,45,36.0,36,26.0,26,0.0,0,1.0,1,0.0,0,0.0,0
0801902040U,0.0,1,0.0,5,0.0,188,0.0,157,0.0,189,0.0,102,0.0,92,0.0,57,0.0,31,0.0,2,0.0,2,0.0,0,0.0,0
0801902041B,6.0,6,2.0,2,88.0,88,101.0,101,127.0,127,59.0,59,47.0,47,20.0,20,12.0,12,4.0,4,11.0,1,0.0,0,0.0,0
0801902046B,1.0,1,2.0,2,94.0,94,121.0,121,135.0,137,51.0,51,45.0,45,27.0,27,28.0,28,2.0,2,0.0,0,0.0,0,0.0,0
0801902048U,1.0,3,3.0,1,137.0,137,164.0,164,174.0,134,76.0,76,55.0,55,27.0,27,30.0,30,3.0,3,4.0,4,0.0,0,0.0,0
0801902052A,0.0,0,0.0,3,0.0,121,0.0,97,0.0,126,0.0,50,0.0,39,0.0,20,0.0,26,0.0,1,0.0,1,0.0,0,0.0,0
0801902054B,0.0,0,0.0,2,0.0,88,0.0,133,0.0,122,0.0,62,0.0,44,0.0,25,0.0,21,0.0,4,0.0,0,0.0,0,0.0,0
0801902059B,1.0,0,2.0,0,74.0,0,168.0,0,101.0,0,62.0,0,34.0,0,33.0,0,13.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0801902061U,3.0,3,2.0,2,175.0,157,195.0,195,132.0,132,82.0,82,64.0,64,44.0,44,32.0,32,8.0,8,1.0,1,0.0,0,0.0,0
0801902063U,2.0,4,4.0,2,140.0,140,227.0,227,124.0,124,84.0,84,40.0,40,22.0,22,61.0,64,1.0,1,0.0,0,0.0,0,0.0,0
0801902066A,0.0,2,0.0,3,0.0,116,0.0,153,0.0,150,0.0,69,0.0,53,0.0,48,0.0,24,0.0,1,0.0,1,0.0,0,0.0,0
0801902066B,3.0,3,2.0,2,114.0,114,133.0,133,126.0,126,67.0,67,45.0,45,24.0,24,15.0,15,3.0,3,0.0,1,0.0,0,0.0,0
0801902076U,0.0,0,0.0,7,0.0,166,0.0,286,0.0,162,0.0,120,0.0,75,0.0,57,0.0,27,0.0,3,0.0,2,0.0,0,0.0,0
0801902077U,2.0,2,3.0,3,180.0,180,222.0,222,111.0,111,80.0,80,51.0,51,32.0,32,39.0,39,5.0,5,0.0,2,0.0,0,0.0,0
0801902085U,0.0,1,0.0,5,0.0,166,0.0,221,0.0,144,0.0,107,0.0,69,0.0,49,0.0,42,0.0,3,0.0,2,0.0,0,0.0,0
0801902086U,0.0,1,0.0,2,0.0,217,0.0,199,0.0,136,0.0,117,0.0,54,0.0,35,0.0,36,0.0,6,0.0,0,0.0,0,0.0,0
0801902087U,0.0,7,0.0,5,0.0,184,0.0,248,0.0,155,0.0,108,0.0,51,0.0,46,0.0,43,0.0,4,0.0,0,0.0,0,0.0,0
0801902089B,3.0,2,0.0,0,107.0,107,120.0,120,93.0,93,69.0,69,45.0,45,30.0,30,15.0,15,4.0,4,3.0,3,0.0,0,0.0,0
0801902097U,0.0,0,0.0,1,0.0,113,0.0,133,0.0,131,0.0,73,0.0,43,0.0,37,0.0,30,0.0,2,0.0,0,0.0,0,0.0,0
0801902101B,0.0,1,0.0,1,112.0,112,178.0,178,104.0,104,67.0,67,40.0,40,19.0,19,18.0,18,3.0,3,2.0,2,0.0,0,0.0,0
0801902102U,0.0,2,0.0,5,0.0,165,0.0,268,0.0,163,0.0,111,0.0,67,0.0,39,0.0,46,0.0,7,0.0,0,0.0,0,0.0,0
0801902103A,0.0,1,0.0,3,0.0,109,0.0,129,0.0,95,0.0,44,0.0,42,0.0,20,0.0,13,0.0,6,0.0,0,0.0,0,0.0,0
0801902103B,0.0,1,0.0,2,0.0,86,0.0,109,0.0,104,0.0,58,0.0,44,0.0,30,0.0,15,0.0,5,0.0,0,0.0,0,0.0,0
0801902105A,0.0,3,0.0,2,0.0,131,0.0,166,0.0,125,0.0,74,0.0,40,0.0,37,0.0,27,0.0,4,0.0,1,0.0,0,0.0,0
0801902105B,0.0,2,0.0,2,0.0,99,0.0,139,0.0,115,0.0,85,0.0,27,0.0,39,0.0,29,0.0,5,0.0,0,0.0,0,0.0,0
0801902106U,0.0,1,0.0,4,0.0,187,0.0,247,0.0,134,0.0,110,0.0,55,0.0,37,0.0,33,0.0,3,0.0,0,0.0,0,0.0,0
0801902110A,0.0,1,0.0,3,0.0,154,0.0,128,0.0,89,0.0,63,0.0,32,0.0,33,0.0,20,0.0,1,0.0,0,0.0,0,0.0,0
0801902110B,0.0,2,0.0,1,0.0,132,0.0,133,0.0,102,0.0,57,0.0,33,0.0,25,0.0,23,0.0,2,0.0,0,0.0,0,0.0,0
0801902113A,0.0,1,0.0,6,0.0,180,0.0,209,0.0,135,0.0,84,0.0,61,0.0,28,0.0,38,0.0,1,0.0,0,0.0,0,0.0,0
0801902113B,0.0,1,0.0,5,0.0,138,0.0,197,0.0,117,0.0,89,0.0,45,0.0,28,0.0,31,0.0,3,0.0,0,0.0,0,0.0,0
0801902114A,2.0,2,1.0,1,94.0,94,157.0,157,112.0,112,55.0,55,48.0,48,30.0,30,22.0,22,4.0,4,0.0,2,0.0,0,0.0,0
0801902123U,0.0,1,0.0,1,126.0,126,166.0,166,174.0,174,80.0,80,57.0,57,37.0,37,21.0,21,1.0,1,3.0,3,0.0,0,0.0,0
0801902126U,0.0,0,0.0,1,0.0,238,0.0,224,0.0,194,0.0,124,0.0,68,0.0,38,0.0,59,0.0,8,0.0,2,0.0,0,0.0,0
0801902127U,0.0,0,0.0,3,0.0,135,0.0,145,0.0,158,0.0,80,0.0,51,0.0,27,0.0,29,0.0,2,0.0,3,0.0,0,0.0,0
0801902129U,0.0,5,0.0,3,0.0,252,0.0,178,0.0,175,0.0,145,0.0,72,0.0,39,0.0,64,0.0,7,0.0,3,0.0,0,0.0,0
0801902130U,0.0,0,0.0,3,0.0,180,0.0,250,0.0,141,0.0,97,0.0,49,0.0,41,0.0,34,0.0,6,0.0,2,0.0,0,0.0,0
0801902134U,0.0,1,0.0,5,0.0,193,0.0,197,0.0,186,0.0,115,0.0,73,0.0,45,0.0,47,0.0,4,0.0,0,0.0,0,0.0,0
0801902135A,0.0,1,0.0,7,0.0,111,0.0,129,0.0,154,0.0,75,0.0,71,0.0,37,0.0,25,0.0,6,0.0,0,0.0,0,0.0,0
0801902135B,0.0,0,0.0,0,0.0,95,0.0,126,0.0,128,0.0,73,0.0,56,0.0,29,0.0,15,0.0,5,0.0,5,0.0,0,0.0,0
0801902142A,0.0,3,0.0,2,0.0,130,0.0,121,0.0,146,0.0,56,0.0,56,0.0,33,0.0,35,0.0,2,0.0,0,0.0,0,0.0,0
0801902142B,0.0,0,0.0,1,0.0,105,0.0,118,0.0,103,0.0,49,0.0,44,0.0,35,0.0,37,0.0,4,0.0,1,0.0,0,0.0,0
0801902146U,0.0,4,0.0,0,0.0,135,0.0,161,0.0,162,0.0,70,0.0,70,0.0,37,0.0,26,0.0,2,0.0,1,0.0,0,0.0,0
0801902147A,0.0,1,0.0,0,0.0,94,0.0,158,0.0,167,0.0,79,0.0,61,0.0,40,0.0,25,0.0,5,0.0,2,0.0,0,0.0,0
0801902147B,0.0,0,0.0,3,0.0,111,0.0,161,0.0,137,0.0,61,0.0,74,0.0,46,0.0,26,0.0,3,0.0,2,0.0,0,0.0,0
0801902150U,1.0,1,0.0,2,144.0,144,169.0,169,155.0,155,78.0,78,88.0,88,64.0,64,41.0,41,2.0,2,2.0,2,0.0,0,0.0,0
