IDMESA,CodiMesa,MesaTancada,COMARCA,VNULS,VBLANCS,VERC,VJXC,VCUP,VPSC,VCS,VPPC,VCOM,VPACMA,VDIALEG,VPUMJUST,VRECORTES,VFAMILIA,VDN,VPFIV,VCONVER,VUNIDOS,VCILUS,CENS,ACTA
199,0810203008B,0,ANOIA,1,3,121,137,11,53,123,27,18,1,,,,,,,,,,576,https://cataloniavotes.today/img/199/e9a5b8fb-4110-4651-a8cc-640ae1362786.jpg
200,0810203009A,0,ANOIA,1,3,114,215,16,49,110,13,26,1,,,,,,,,,,713,https://cataloniavotes.today/img/200/bf6746aa-57f3-4df0-a4ef-5609769bb15c.jpg
201,0810203009B,0,ANOIA,,,,,,,,,,,,,,,,,,,,624,
202,0810203010A,1,ANOIA,,7,115,126,14,50,102,9,32,5,,,3,,,,,,,525,https://cataloniavotes.today/imgs/202/3ae67646-4405-4665-90db-474801c04aa2.jpg
203,0810203010B,1,ANOIA,1,,135,162,19,58,137,16,42,2,,,1,,,,,,,629,https://cataloniavotes.today/imgs/203/299798ed-3453-4a6b-a720-2a7b6d658e58.jpg
204,0810204001U,0,ANOIA,1,3,132,204,33,41,86,11,37,5,,,,,,,,,,715,https://cataloniavotes.today/imgs/204/27a66956-5a5c-48c0-89b1-0d8b45ca6fc6.jpg
205,0810204002U,1,ANOIA,1,2,144,220,40,29,81,25,37,2,,,2,,,,,,,721,https://cataloniavotes.today/img/205/26b605a1-d699-4e6a-acb3-05498693647b.jpg
206,0810204003U,0,ANOIA,1,2,137,254,19,70,109,22,26,4,,,2,,,,,,,787,
207,0810204004A,0,ANOIA,3,,99,124,20,23,62,9,12,3,,,,,,,,,,433,https://cataloniavotes.today/img/207/0f5f7cf8-2bc3-4479-bcfd-7070e786d8a7.jpg
208,0810204004B,0,ANOIA,,1,120,141,20,29,42,10,20,7,,,1,,,,,,,461,https://cataloniavotes.today/img/208/9a0c501d-d2f0-44b4-8a2f-ecd86d1acbf6.jpg
209,0810204005A,0,ANOIA,,3,99,187,12,46,78,17,23,2,,,1,,,,,,,568,https://cataloniavotes.today/img/209/c19053dd-de0e-43c8-841e-d8f67782ba0f.jpg
210,0810204005B,0,ANOIA,,,,,,,,,,,,,,,,,,,,685,
211,0810205001A,0,ANOIA,1,1,92,143,13,43,97,12,24,6,,,,,,,,,,534,
212,0810205001B,0,ANOIA,2,,114,137,30,35,96,15,19,2,,,1,,,,,,,554,https://cataloniavotes.today/img/212/b327f294-bd2c-4a81-aef9-1d41edaba281.jpg
213,0810205002A,0,ANOIA,2,6,116,115,22,64,67,23,14,3,,,1,,,,,,,431,https://cataloniavotes.today/img/213/73a7866f-8e98-459e-9d6e-7bb279758a6e.jpg
214,0810205002B,1,ANOIA,,3,131,161,30,64,119,23,27,6,,,2,,,,,,,,https://cataloniavotes.today/imgs/214/f5481c1e-c71e-46cc-b247-f4e9f9f0a085.jpg
215,0810205003A,0,ANOIA,1,4,126,190,23,39,101,17,16,,,,,,,,,,,644,https://cataloniavotes.today/img/215/41162dd7-9369-4268-85a0-62cc1f0d5a8a.jpg
216,0810205003B,0,ANOIA,2,2,183,248,46,47,120,23,26,4,,,1,,,,,,,861,https://cataloniavotes.today/img/216/8f29972d-0784-4eca-9139-7f51f2bf6d21.jpg
217,0810205004A,0,ANOIA,3,2,108,141,21,51,102,26,23,2,,,1,,,,,,,549,https://cataloniavotes.today/img/217/d9261092-19d1-48b8-a361-d43ac26e0bda.jpg
218,0810205004B,0,ANOIA,1,1,105,181,16,55,86,17,23,5,,,1,,,,,,,585,https://cataloniavotes.today/img/218/c57dd731-44f5-42a5-aa4a-7a1374032a3b.jpg
219,0810205005U,0,ANOIA,1,2,84,68,19,59,85,24,17,2,,,5,,,,,,,505,
220,0810205006A,1,ANOIA,,1,29,23,3,53,77,19,17,1,,,1,,,,,,,308,https://cataloniavotes.today/img/220/7cbaa016-9e4b-497c-b22b-f03480efeda8.jpg
221,0810205006B,0,ANOIA,2,1,24,19,4,60,58,14,13,1,,,1,,,,,,,197,https://cataloniavotes.today/img/221/4e49fc60-0c78-4889-8dcb-1db2a39b2410.jpg
222,0810205007A,0,ANOIA,,,,,,,,,,,,,,,,,,,,,
223,0810205007B,0,ANOIA,,,,,,,,,,,,,,,,,,,,,
224,0810301001U,1,ANOIA,2,2,176,162,32,42,63,21,25,3,,,,,,,,,,632,https://cataloniavotes.today/imgs/224/b12a6641-bd68-433c-8bdf-b2b3f8f249a8.jpg
225,0810401001U,0,ANOIA,2,3,171,255,48,15,44,12,13,3,,,,,,,,,,667,
226,0811901001A,1,ANOIA,3,2,97,91,9,47,118,12,29,7,,,1,,,,,,,479,https://drive.google.com/open?id=1R2WKbx3AuPgfcSr0_VgCcFeB4xIr3p_k
227,0811901001B,1,ANOIA,2,2,120,109,31,90,106,16,71,15,,,2,,,,,,,730,https://cataloniavotes.today/img/227/fdaa43bd-c4db-4e0b-bfc8-9f1cf7426693.jpg
228,0811901001C,0,ANOIA,4,4,130,93,18,91,226,23,57,15,,,1,,,,,,,761,https://cataloniavotes.today/img/228/b593deaf-71f3-4366-8dfa-75e542b260a1.jpg
229,0811901001D,0,ANOIA,2,,117,88,13,102,160,19,49,7,,,1,,,,,,,667,https://cataloniavotes.today/img/229/272e64d0-36d0-4c2b-af96-5a9d409f3165.jpg
230,0811901001E,0,ANOIA,4,7,114,86,19,58,152,8,40,11,,,1,,,,,,,579,https://cataloniavotes.today/img/230/8820b0d5-694d-4a84-8917-420ae0a661c9.jpg
231,0811901001F,0,ANOIA,3,4,119,93,8,53,138,10,44,7,,1,1,,,,,,,558,https://cataloniavotes.today/img/231/1b75baec-afd5-45a4-b55f-8e34fc1198e7.jpg
232,0811901002A,1,ANOIA,2,,71,49,6,16,35,5,18,4,,,1,,,,,,,234,https://cataloniavotes.today/imgs/232/1a1e3ab3-895a-487b-8768-6c46e1105cff.jpg
233,0811901002B,0,ANOIA,4,3,120,64,20,78,163,27,68,9,,,4,,,,,,,699,https://cataloniavotes.today/img/233/ad9ece44-d753-42ca-b44a-5faa7f5adb04.jpg
234,0811901002C,0,ANOIA,6,4,126,65,23,114,227,22,55,15,,,3,,,,,,,837,
235,0811901002D,0,ANOIA,,,,,,,,,,,,,,,,,,,,825,
236,0813301001U,1,ANOIA,2,1,9,54,4,4,13,5,3,,,,,,,,,,,126,https://cataloniavotes.today/imgs/236/4c71ff8b-c9d9-48fb-96a9-dde4bea3d461.jpg
237,0814301001A,0,ANOIA,1,4,71,97,13,22,26,4,14,1,,,,,,,,,,272,https://cataloniavotes.today/img/237/9a42d7fb-1941-4604-a882-518373e1c261.jpg
238,0814301001B,0,ANOIA,1,3,94,105,16,42,81,13,29,3,,,1,,,,,,,450,https://cataloniavotes.today/img/238/247e188f-ed87-4b7f-b0ef-db2d74519a9c.jpg
239,0814301001C,0,ANOIA,1,5,80,108,10,72,79,12,16,2,,,1,,,,,,,470,https://cataloniavotes.today/img/239/510c015e-59a8-44a1-ad1a-ee34f26a98e0.jpg
240,0814301001D,0,ANOIA,2,2,88,127,18,54,88,15,29,1,,,1,,,,,,,425,https://cataloniavotes.today/img/240/6600f501-659d-4b53-a030-65d1db281139.jpg
241,0814301002A,1,ANOIA,5,,74,68,12,75,112,15,15,5,,,,,,,,,,470,https://cataloniavotes.today/imgs/241/cb149eec-d7a1-446a-b681-aeff9c7f7950.jpg
242,0814301002B,0,ANOIA,,,,,,,,,,,,,,,,,,,,539,
243,0815201001U,1,ANOIA,,,37,44,4,4,3,,2,,,,,,,,,,,113,https://cataloniavotes.today/imgs/243/53f8e16f-de5a-47c0-bf36-6bd3ff66a28f.jpg
244,0816101001U,0,ANOIA,5,1,178,153,50,76,162,13,53,5,,,1,,,,,,,851,https://cataloniavotes.today/img/244/829f0c5f-6872-4e35-a9d3-23fe48b67d12.jpg
245,0816101002A,0,ANOIA,3,3,188,214,41,108,222,24,61,12,,,4,,,,,,,1127,
246,0816101002B,0,ANOIA,,3,251,186,61,101,201,30,58,14,,,7,,,,,,,1172,
247,0816101003A,0,ANOIA,4,1,163,148,28,71,167,25,46,11,,,3,,,,,,,826,https://cataloniavotes.today/img/247/a76442bf-e698-4ffa-a799-b0b04e77a18d.jpg
248,0816101003B,0,ANOIA,,,,,,,,,,,,,,,,,,,,931,
249,0816101004A,1,ANOIA,,1,50,73,22,6,14,15,9,4,,,,,,,,,,224,https://cataloniavotes.today/img/249/28ac7028-1db3-4d27-b8d2-807f35f6e78f.jpg
250,0816101004B,0,ANOIA,4,3,204,110,31,108,295,23,107,25,,,1,,,,,,,1144,https://cataloniavotes.today/img/250/a80f361d-c770-4e5a-810b-e868ad65eac7.jpg
251,0816101005A,1,ANOIA,2,3,108,102,20,70,140,21,39,5,,,,,,,,,,665,https://cataloniavotes.today/imgs/251/94839895-5b57-42f0-bfe0-898599b9a31b.jpg
252,0816101005B,1,ANOIA,5,1,124,108,32,107,179,27,47,4,,,2,,,,,,,797,https://cataloniavotes.today/imgs/252/712258bb-2f63-4f8c-9e92-cff95f898915.jpg
253,0816101006U,0,ANOIA,10,5,163,99,28,130,245,39,67,13,,,1,,,,,,,1033,https://cataloniavotes.today/img/253/213a4774-007e-4317-a0b6-de01f1212216.jpg
254,0816101007U,1,ANOIA,1,3,111,68,11,83,181,27,48,9,,,2,,,,,,,655,https://cataloniavotes.today/img/254/0a33841f-55d0-4a6a-b6bb-3acf22cc17ca.jpg
255,0816101008U,0,ANOIA,6,6,166,101,28,141,325,36,65,19,,,5,,,,,,,1166,https://cataloniavotes.today/img/255/01fe19c4-f439-4e39-9991-32c18da79e39.jpg
256,0816101009U,1,ANOIA,,5,148,101,23,82,166,26,63,15,,,,,,,,,,801,https://cataloniavotes.today/img/256/bbc88c63-dfee-4b67-a3e5-13ef62155ddc.jpg
257,0816501001A,0,ANOIA,2,2,129,146,14,45,65,6,22,3,,,1,,,,,,,435,https://cataloniavotes.today/img/257/dd3342e6-6c1b-4c6a-a625-dec0d5cb5242.jpg
258,0816501001B,0,ANOIA,2,6,96,107,35,74,111,17,42,10,,,2,,,,,,,571,https://cataloniavotes.today/img/258/fd1bf5f1-babd-43c6-9e0c-f34c4c5b8739.jpg
259,0816501001C,0,ANOIA,5,1,113,165,38,60,85,5,26,4,,,,,,,,,,572,https://cataloniavotes.today/img/259/e46be88f-9337-4b15-b3b8-64cd0afdfc7f.jpg
260,0817001001U,0,ANOIA,5,,74,198,15,20,31,7,6,,,,,,,,,,,444,https://cataloniavotes.today/imgs/260/43cdaf32-56fe-44e2-acac-b26846a30365.jpg
261,0817601001U,0,ANOIA,,,,,,,,,,,,,,,,,,,,159,
262,0818501001U,1,ANOIA,,,43,54,18,2,31,8,12,,,,,,,,,,,187,https://cataloniavotes.today/imgs/262/ca9737b5-d893-42f4-afb0-08e16c65bb9e.jpg
263,0822601001U,0,ANOIA,1,8,254,357,61,41,61,16,28,1,,1,1,,,,,,,903,https://cataloniavotes.today/img/263/c99272a8-6c7b-47e4-9bd7-69ccef4644e2.pdf
264,0822801001U,0,ANOIA,3,1,65,105,24,13,21,7,9,,,,,,,,,,,280,https://cataloniavotes.today/img/264/83363e85-e922-462f-b981-6e9017d1f945.jpg
265,0818901001U,1,ANOIA,,1,27,60,4,4,2,4,3,1,,,,,,,,,,124,https://cataloniavotes.today/imgs/265/be2e3e7f-344e-46ff-be53-ebda28d40cbf.jpg
266,0825001001U,0,ANOIA,,,,,,,,,,,,,,,,,,,,,
267,0825001002A,0,ANOIA,3,1,78,60,22,113,284,17,60,5,,,1,,,,,,,804,https://cataloniavotes.today/img/267/2ea0020e-153f-4094-a53e-4affbf9d783f.jpg
268,0825001002B,0,ANOIA,,,,,,,,,,,,,,,,,,,,773,
269,0825001003U,0,ANOIA,,,,,,,,,,,,,,,,,,,,866,
270,0825001004U,1,ANOIA,2,4,78,52,16,98,254,15,50,7,,,2,,,,,,,681,https://cataloniavotes.today/img/270/8dbf6e76-a6f6-49c7-8c35-96df620bb004.jpg
271,0825001005A,0,ANOIA,4,4,52,35,4,123,181,16,40,3,,,2,,,,,,,584,
272,0825001005B,0,ANOIA,2,3,72,38,14,118,215,33,48,9,,,2,,,,,,,656,
273,0825001005C,0,ANOIA,,,59,26,9,101,222,20,42,4,,,1,,,,,,,585,https://cataloniavotes.today/imgs/273/e51184b1-2921-4525-a206-d0206e1d8bdc.jpg
274,0825001006U,0,ANOIA,10,7,90,57,20,152,258,21,83,12,,,2,,,,,,,937,https://cataloniavotes.today/img/274/a2100f73-afa3-4682-951f-fec8f1326968.jpg
275,0825001007U,0,ANOIA,1,2,71,50,16,94,166,11,28,4,,,,,,,,,,547,https://cataloniavotes.today/img/275/6b90ac98-63e5-4267-a5f6-f02d3b78eee4.jpg
276,0825701001U,1,ANOIA,,1,23,47,2,4,6,1,8,1,,,,,,,,,,103,https://cataloniavotes.today/imgs/276/1e23b645-82d0-4773-8d20-7afff448457a.jpg
277,0828601001A,0,ANOIA,3,5,132,150,27,115,222,18,28,6,,,,,,,,,,799,https://cataloniavotes.today/img/277/2a609257-70da-4618-a498-80ab93e577c3.jpg
278,0828601001B,0,ANOIA,2,5,129,143,24,136,305,28,50,5,,,3,,,,,,,970,https://cataloniavotes.today/img/278/e5a4eb10-79e0-4441-9b15-7050277ecd24.jpg
279,0828601002A,1,ANOIA,1,4,86,73,22,23,120,15,22,6,,,,,,,,,,490,https://cataloniavotes.today/imgs/279/534cca26-91fa-4527-9fc9-338a778483cc.jpg
280,0828601002B,0,ANOIA,,4,106,92,15,45,162,17,28,7,,,1,,,,,,,633,https://cataloniavotes.today/img/280/b39d528f-cc98-4d88-8580-94ba63c35825.jpg
281,0829201001A,1,ANOIA,8,1,114,77,38,49,69,12,19,3,,,,,,,,,,449,https://cataloniavotes.today/img/281/a15e564b-61cb-4db0-abdb-1994daadb5d3.jpg
282,0829201001B,0,ANOIA,6,2,143,127,46,60,72,19,28,13,,,1,,,,,,,614,https://cataloniavotes.today/img/282/e410f378-36a0-4d47-898b-d1a814ede90e.jpg
283,0829701001U,0,ANOIA,,,,,,,,,,,,,,,,,,,,,
284,0830201001A,0,ANOIA,2,1,95,83,15,109,167,18,23,11,,,5,,,,,,,659,https://cataloniavotes.today/img/284/dbbe5057-72ed-4bbf-8e5f-b0ee833e0868.jpg
285,0830201001B,0,ANOIA,4,2,106,93,7,83,173,26,45,5,,,1,,,,,,,699,https://cataloniavotes.today/img/285/2f672fba-86eb-43e2-926f-940529812fdc.jpg
286,0830201002A,0,ANOIA,,2,72,53,16,125,197,14,52,4,,,1,,,,,,,670,https://cataloniavotes.today/imgs/286/bde390b6-dcd1-48e9-a621-0702242dac2f.jpg
287,0830201002B,0,ANOIA,4,5,105,50,18,110,248,18,53,2,,,,,,,,,,742,https://cataloniavotes.today/img/287/aaa7f6e2-c087-4f1f-8990-7100355ee96d.jpg
288,0830201003A,0,ANOIA,,13,84,3,56,72,201,11,63,2,,,,,,,,,,621,https://drive.google.com/open?id=1RCw9e4kWNUKb-COPplvCVrhPUP0Y0ctH
289,0830201003B,0,ANOIA,1,2,116,57,14,92,249,27,51,5,,,2,,,,,,,733,https://cataloniavotes.today/img/289/517cf54f-68ad-46c9-aee3-70c7fdb4e7c4.jpg
290,0830201004A,0,ANOIA,3,2,76,42,15,95,210,30,44,7,,,,,,,,,,636,https://cataloniavotes.today/img/290/54517e30-061d-4228-9406-062a384cb918.jpg
291,0830201004B,0,ANOIA,4,6,71,54,11,124,246,25,45,7,,,2,,,,,,,724,https://cataloniavotes.today/img/291/ac806e8e-8bd6-4403-8037-e0b9af44f9ef.jpg
292,0830201005A,1,ANOIA,1,6,65,36,15,74,191,14,37,7,,,3,,,,,,,542,https://cataloniavotes.today/imgs/292/0ab6dde6-fbea-4312-8316-f7490f2d2cf6.jpg
293,0830201005B,0,ANOIA,1,2,43,41,6,104,248,25,42,9,,2,2,,,,,,,632,
294,0830201005C,0,ANOIA,,1,45,32,7,75,178,21,30,5,,,1,,,,,,,472,https://cataloniavotes.today/imgs/294/2f7647cc-d289-4d0f-8ea1-4027786b5563.jpg
295,0830201006U,0,ANOIA,3,2,146,94,20,142,221,20,62,5,,,1,,,,,,,860,https://cataloniavotes.today/img/295/0d41ea9b-778b-4b62-b2ec-9ab85c6c58c9.jpg
296,0830201007A,1,ANOIA,1,3,79,52,16,88,190,14,42,4,,,,,,,,,,582,https://cataloniavotes.today/img/296/099e2bfd-2268-467c-b73d-ad0b0e7037ae.jpg
297,0830201007B,0,ANOIA,,,,,,,,,,,,,,,,,,,,687,
298,2505501001U,1,SEGARRA,,1,24,64,10,6,14,5,5,,,,,,,,,,,164,https://cataloniavotes.today/imgs/298/f1425a57-adca-4662-b5bc-5ccaf3812180.jpg
299,2508501001U,0,SEGARRA,,,30,48,10,5,23,9,,,,,,,,,,,,140,
300,2510301001U,1,SEGARRA,2,3,28,39,7,3,12,9,5,1,,,,,,,,,,128,https://cataloniavotes.today/img/300/c6c0af0d-8264-488d-b276-2898823e9892.jpg
301,2510401001U,0,SEGARRA,,,,,,,,,,,,,,,,,,,,,
302,2511401001U,1,SEGARRA,1,,18,64,1,,1,1,,1,,1,,,,,,,,94,https://cataloniavotes.today/img/302/882d5fbf-962f-444f-a48d-bf116971288b.jpg
303,2513201001U,0,SEGARRA,,,30,61,4,8,8,4,4,2,,,,,,,,,,,https://cataloniavotes.today/img/303/6d3f8db9-b9b2-497e-ab3d-05a47da85cdc.jpg
304,2514101001U,0,SEGARRA,,,32,54,12,5,12,4,3,,,,,,,,,,,154,https://cataloniavotes.today/img/304/da8006a1-11fb-4f77-b3ce-2ef989c22f85.jpg
305,2514301001U,0,SEGARRA,,,,,,,,,,,,,,,,,,,,,
306,2515201001U,1,SEGARRA,,2,34,50,5,4,16,7,1,2,,,,,,,,,,143,https://cataloniavotes.today/imgs/306/3b5d8a59-6290-46e4-8c9a-156b296ba896.jpg
307,2591101001U,0,SEGARRA,3,2,103,159,23,12,33,3,8,,,,,,,,,,,432,
308,2590501001U,1,SEGARRA,6,2,81,130,13,12,39,23,6,1,,,,,,,,,,363,https://cataloniavotes.today/imgs/308/c3ba423d-696c-400b-93b5-c3500e150146.jpg
309,2519101001U,1,SEGARRA,2,,86,103,16,11,20,21,7,1,,,,,,,,,,321,https://cataloniavotes.today/img/309/72a7cd54-c191-4554-952b-3954cc4de4a9.jpg
310,2519201001U,0,SEGARRA,,,,,,,,,,,,,,,,,,,,726,
311,2519701001U,1,SEGARRA,,,43,41,15,7,7,1,1,,,2,,,,,,,,133,https://cataloniavotes.today/img/311/2c4c5815-1a3e-4927-be53-bb208321c4ab.jpg
312,2519401001U,1,SEGARRA,5,,86,187,18,11,31,19,9,,,,,,,,,,,419,https://cataloniavotes.today/imgs/312/cc777f46-2ba6-45ba-9e5d-b72efe873501.jpg
313,2521601001U,0,SEGARRA,,2,45,87,12,10,23,11,4,,,,,,,,,,,214,https://cataloniavotes.today/imgs/313/99a49966-990e-4123-b552-2823d6383a22.jpg
314,2521901001U,0,SEGARRA,,,40,41,21,3,12,8,3,,,,,,,,,,,143,https://cataloniavotes.today/imgs/314/c602b52c-b515-4364-90d9-ce60b7e8e5e8.jpg
315,2522301001U,1,SEGARRA,7,3,226,368,65,35,51,19,16,,,1,,,,,,,,922,https://cataloniavotes.today/imgs/315/6c9932ef-f2b3-4e19-8333-4fd23f935e3a.jpg
316,2590701001U,0,SEGARRA,,,,,,,,,,,,,,,,,,,,,
317,2507501001U,1,SOLSONÈS,,,33,46,20,5,5,1,2,,,,1,,,,,,,122,https://cataloniavotes.today/imgs/317/8fcdc1f7-a124-4f54-84b5-1bb83a40c1fb.jpg
318,2516301001U,1,SOLSONÈS,,1,48,105,16,2,11,7,5,,,,,,,,,,,233,https://cataloniavotes.today/img/318/8e128768-5f71-4676-bc17-38efee5dc0a8.jpg
319,2506401001U,1,SOLSONÈS,,,19,55,8,2,5,3,,,,,,,,,,,,101,https://cataloniavotes.today/imgs/319/288339ea-9eba-481a-ba78-3324785b3aef.jpg
320,2511101001U,1,SOLSONÈS,,,16,65,9,2,9,5,1,,,,,,,,,,,119,https://cataloniavotes.today/img/320/9f596e9b-54be-400b-a9c6-0f99e29697af.jpg
321,2512401001U,0,SOLSONÈS,,,27,67,8,4,9,10,1,,,,,,,,,,,159,https://cataloniavotes.today/img/321/467c531f-c753-4f0c-a8cd-7fa8c942add6.jpg
322,2512901001U,1,SOLSONÈS,,1,40,71,11,5,6,3,1,,,,,,,,,,,167,https://cataloniavotes.today/img/322/2ca3adfa-24a3-4f28-9e68-6e83a1ad504d.jpg
323,2513301001U,1,SEGRIÀ,2,1,156,290,17,24,55,24,20,3,,,,,,,,,,696,https://cataloniavotes.today/img/323/c2512d78-7cf4-455f-bed3-ef34a01d7483.jpg
324,2513601001U,0,SOLSONÈS,,1,24,38,5,1,10,4,1,1,,,,,,,,,,96,https://cataloniavotes.today/img/324/87291d68-ffb5-47ff-bcb3-9c6a7f5315de.jpg
325,2514601001U,1,SOLSONÈS,2,1,41,94,13,7,18,10,5,1,,1,,,,,,,,232,https://cataloniavotes.today/imgs/325/94c0e237-8074-48c6-85df-0347a68701c1.jpg
326,2514801001U,0,SOLSONÈS,,3,62,89,7,1,15,9,2,,,,,,,,,,,223,https://cataloniavotes.today/img/326/37f61a37-25cb-4f28-a04c-5e81fd940182.jpg
327,2515101001U,0,SOLSONÈS,3,2,161,283,24,36,75,11,21,2,,1,,,,,,,,684,https://cataloniavotes.today/img/327/993598c6-7d10-4d23-a708-a45e5a1383e9.jpg
328,2516601001U,1,SOLSONÈS,2,2,51,48,11,6,8,19,2,,,,,,,,,,,171,https://cataloniavotes.today/img/328/684c2efd-be3d-4d1e-b586-baceb71860da.jpg
329,2516701001U,0,SOLSONÈS,1,2,43,92,27,4,16,13,2,,,,,,,,,,,236,https://cataloniavotes.today/img/329/fddad339-ecff-491b-895a-83aacd2b5c44.jpg
330,2518601001U,0,SOLSONÈS,1,,50,72,21,3,20,3,10,,,,,,,,,,,205,https://cataloniavotes.today/img/330/f4b8219c-1d8e-44ee-9fc3-f2f79a15fac0.jpg
331,2519301001U,0,SOLSONÈS,4,3,189,305,56,20,39,15,12,,,,1,,,,,,,749,https://cataloniavotes.today/img/331/4db6f9fe-f9fa-4133-8e64-7a9c3b373453.jpg
332,2520701001A,0,SOLSONÈS,,3,206,216,33,35,70,12,19,3,,,,,,,,,,713,https://cataloniavotes.today/img/332/438d52ce-4970-4121-9aaa-669cf74e96b7.jpg
333,2520701001B,0,SOLSONÈS,2,4,224,252,37,43,65,23,27,2,,1,1,,,,,,,811,https://cataloniavotes.today/img/333/1ede384d-d79f-494e-8245-4f2508e3680f.jpg
334,2520701002A,0,SOLSONÈS,3,1,158,151,21,56,80,14,17,1,,4,,,,,,,,643,https://cataloniavotes.today/img/334/c250b9cb-ea18-4044-9913-d24bb25a2d35.jpg
335,2520701002B,0,SOLSONÈS,4,2,185,187,35,50,91,28,21,2,,1,1,,,,,,,752,https://cataloniavotes.today/img/335/454c7cdc-7c31-495b-9e9a-2f1b04c574b1.jpg
336,2520701003U,0,SOLSONÈS,2,6,271,249,47,48,130,15,26,1,,6,4,,,,,,,988,https://cataloniavotes.today/img/336/9aa6291f-4b40-4bb9-8688-7a786378e812.jpg
337,2520702001A,0,SOLSONÈS,1,3,149,193,40,28,43,11,11,1,,,,,,,,,,586,https://cataloniavotes.today/img/337/213026c9-1b13-4c41-8d7a-7ae920192b95.jpg
338,2520702001B,0,SOLSONÈS,2,8,177,236,48,26,72,22,14,5,,,,,,,,,,718,https://cataloniavotes.today/img/338/c970feeb-53a3-440f-a9ca-a0f29af454e5.jpg
339,2520702002A,0,SOLSONÈS,1,3,104,137,31,23,50,10,18,,,2,1,,,,,,,495,https://cataloniavotes.today/img/339/3fe67a8c-c3b2-4264-9a3e-921e0a665d79.jpg
340,2520702002B,0,SOLSONÈS,2,2,170,183,50,33,49,12,16,2,,2,,,,,,,,620,https://cataloniavotes.today/img/340/920cf2f7-b2dc-412b-90b8-3200b06d7aaa.jpg
341,0800201001U,0,BAGES,4,,37,85,38,9,12,3,1,,,,,,,,,,,215,
342,0801001001A,1,BAGES,1,,121,118,34,38,56,5,18,1,,,1,,,,,,,471,https://cataloniavotes.today/img/342/2fe79ad8-ff94-40fa-801d-c6f1315b0e36.jpg
343,0801001001B,0,BAGES,5,2,130,141,39,38,99,15,18,2,,,,,,,,,,595,https://cataloniavotes.today/img/343/14d5ebcf-974e-49f6-8187-9f5c5385eb17.jpg
344,0801002001A,0,BAGES,1,4,130,170,19,35,77,8,24,2,,,1,,,,,,,533,https://cataloniavotes.today/img/344/2d441f5a-dea1-469e-9b6a-04ec47f99dfc.jpg
345,0801002001B,1,BAGES,3,3,172,165,46,52,101,23,13,7,,,,,,,,,,658,https://cataloniavotes.today/img/345/dbf86c15-4d73-4d2b-8605-e58e6047bfe8.jpg
346,0801002002U,0,BAGES,,,,,,,,,,,,,,,,,,,,679,
347,0801002003A,1,BAGES,1,4,165,182,32,34,82,6,17,4,,,,,,,,,,589,https://cataloniavotes.today/img/347/6fb063e0-a893-4f50-a4df-cb7b8bc5f652.JPG
348,0801002003B,0,BAGES,3,2,157,216,44,36,81,16,28,4,,,,,,,,,,693,https://cataloniavotes.today/img/348/3f1031ef-f41b-4b2e-8b14-5c5f6c67621b.jpg
349,0801201001A,1,BAGES,3,8,169,244,34,19,33,14,8,,,,,,,,,,,636,https://cataloniavotes.today/imgs/349/93fa7362-38ca-4d34-a69a-f91841ced79f.jpg
350,0801201001B,1,BAGES,,3,124,207,28,13,41,16,10,1,,,1,,,,,,,531,https://cataloniavotes.today/img/350/87998fa0-9745-48af-98ed-412be9a709fb.jpg
351,0801201001C,0,BAGES,3,1,122,229,38,19,36,9,7,1,,,,,,,,,,530,https://cataloniavotes.today/img/351/57beeee3-acc3-4a2b-897e-48d44d8699ed.jpg
352,0801801001A,0,BAGES,2,1,104,101,15,35,60,3,24,2,,,,,,,,,,413,https://cataloniavotes.today/img/352/b7ec055b-70d1-4e95-8381-3d5596724eb9.jpg
353,0801801001B,0,BAGES,,,87,72,13,50,93,8,31,4,,,,,,,,,,435,https://cataloniavotes.today/img/353/a7301ad6-2593-45a5-a25e-1c263af35737.JPG
354,0801801001C,1,BAGES,1,3,80,124,25,38,64,4,21,1,,,,,,,,,,428,https://cataloniavotes.today/img/354/e3e2dff4-3e0e-42a1-83a7-cc52955acc07.jpg
355,0801801002A,0,BAGES,,,,,,,,,,,,,,,,,,,,490,
356,0801801002B,1,BAGES,3,2,90,114,21,42,104,5,30,5,,,,,,,,,,493,https://cataloniavotes.today/imgs/356/32738980-dd8c-4872-a154-ba12bd1cf5f0.jpg
357,0801801003U,1,BAGES,,3,70,119,18,25,30,4,7,1,,,,,,,,,,333,https://cataloniavotes.today/imgs/357/fe81978f-7458-4742-b851-02e1546b34e6.jpg
358,0803801001A,1,BAGES,1,4,136,236,29,44,80,12,23,2,,,,,,,,,,670,https://cataloniavotes.today/img/358/e4967154-87b2-4a64-89ce-e45c4d97e80d.jpg
359,0803801001B,0,BAGES,2,4,222,265,47,36,110,14,26,2,,,,,,,,,,842,https://cataloniavotes.today/img/359/8846954b-2c08-41d7-a9fe-e59cb466ba31.jpg
360,0804701001U,1,BAGES,8,3,188,190,38,77,115,20,26,2,,,3,,,,,,,819,https://cataloniavotes.today/img/360/e55f25fa-5100-47ec-8919-8568bcc79a0d.jpg
361,0804701002A,0,BAGES,6,,119,141,20,97,133,25,12,3,,,,,,,,,,670,https://cataloniavotes.today/img/361/e0238a7c-c3fe-4210-89fe-3fa3be789286.jpg
